fmt,search_name,date,adp
2qb,joshjacobs,2026-09-04,44.5
2qb,justinherbert,2026-09-04,25.5
2qb,justinjefferson,2026-09-04,27.7
2qb,juwanjohnson,2026-09-04,154.3
2qb,kaelonblack,2026-09-04,142.1
2qb,kaimifairbairn,2026-09-04,134.4
2qb,kayshonboutte,2026-09-04,161.0
2qb,kcconcepcion,2026-09-04,134.3
2qb,keatonmitchell,2026-09-04,143.9
2qb,keenanallen,2026-09-04,157.1
2qb,kennethwalker,2026-09-04,35.7
2qb,kennygainwell,2026-09-04,129.2
2qb,kenyonsadiq,2026-09-04,155.0
2qb,khalilshakir,2026-09-04,135.0
2qb,kimanividal,2026-09-04,144.8
2qb,kirkcousins,2026-09-04,146.7
2qb,kylemonangai,2026-09-04,112.6
2qb,kylepitts,2026-09-04,118.1
2qb,kylermurray,2026-09-04,51.3
2qb,kylewilliams,2026-09-04,123.6
2qb,kyrenwilliams,2026-09-04,38.2
2qb,laddmcconkey,2026-09-04,64.7
2qb,lamarjackson,2026-09-04,8.6
2qb,lutherburden,2026-09-04,79.2
2qb,makailemon,2026-09-04,125.6
2qb,malachifields,2026-09-04,162.9
2qb,maliknabers,2026-09-04,46.7
2qb,malikwashington,2026-09-04,164.1
2qb,malikwillis,2026-09-04,84.7
2qb,markandrews,2026-09-04,125.3
2qb,marshawnlloyd,2026-09-04,124.9
2qb,marvinharrison,2026-09-04,84.4
2qb,matthewgolden,2026-09-04,118.4
2qb,matthewstafford,2026-09-04,17.5
2qb,michaelpenix,2026-09-04,137.8
2qb,michaelpittman,2026-09-04,109.4
2qb,michaelwilson,2026-09-04,97.0
2qb,mikeevans,2026-09-04,74.2
2qb,mikewashington,2026-09-04,149.8
2qb,nickfolk,2026-09-04,159.2
2qb,nicocollins,2026-09-04,36.1
2qb,omarcooper,2026-09-04,165.5
2qb,omarionhampton,2026-09-04,38.7
2qb,orondegadsden,2026-09-04,136.7
2qb,parkerwashington,2026-09-04,85.3
2qb,patfreiermuth,2026-09-04,135.4
2qb,patrickmahomes,2026-09-04,25.0
2qb,pukanacua,2026-09-04,4.9
2qb,quentinjohnston,2026-09-04,96.4
2qb,quinshonjudkins,2026-09-04,67.2
2qb,rachaadwhite,2026-09-04,131.4
2qb,rasheerice,2026-09-04,33.0
2qb,rashidshaheed,2026-09-04,131.9
2qb,rashodbateman,2026-09-04,146.7
2qb,rhamondrestevenson,2026-09-04,85.1
2qb,rickypearsall,2026-09-04,130.2
2qb,ricodowdle,2026-09-04,92.3
2qb,rjharvey,2026-09-04,121.0
2qb,romeodoubs,2026-09-04,122.1
2qb,romeodunze,2026-09-04,62.7
2qb,ryanflournoy,2026-09-04,154.3
2qb,samdarnold,2026-09-04,59.8
2qb,samlaporta,2026-09-04,118.2
2qb,saquonbarkley,2026-09-04,23.9
2qb,shedeursanders,2026-09-04,140.2
2qb,stefondiggs,2026-09-04,115.4
2qb,tankbigsby,2026-09-04,152.3
2qb,tankdell,2026-09-04,161.5
2qb,teehiggins,2026-09-04,50.5
2qb,terranceferguson,2026-09-04,152.7
2qb,terrymclaurin,2026-09-04,64.0
2qb,tetairoamcmillan,2026-09-04,51.8
2qb,theowease,2026-09-04,147.3
2qb,tonypollard,2026-09-04,83.6
2qb,travisetienne,2026-09-04,55.9
2qb,travishunter,2026-09-04,155.0
2qb,traviskelce,2026-09-04,138.8
2qb,treharris,2026-09-04,151.6
2qb,tretucker,2026-09-04,139.5
2qb,treveyonhenderson,2026-09-04,76.1
2qb,trevorlawrence,2026-09-04,20.8
2qb,treymcbride,2026-09-04,64.5
2qb,treysmack,2026-09-04,152.2
2qb,tuatagovailoa,2026-09-04,137.5
2qb,tuckerkraft,2026-09-04,98.8
2qb,tyjaespears,2026-09-04,151.5
2qb,tylerallgeier,2026-09-04,154.0
2qb,tylerbass,2026-09-04,158.9
2qb,tylerloop,2026-09-04,152.3
2qb,tylershough,2026-09-04,50.5
2qb,tylerwarren,2026-09-04,90.1
2qb,tyronetracy,2026-09-04,157.7
2qb,wandalerobinson,2026-09-04,123.4
2qb,willreichard,2026-09-04,154.0
2qb,willutz,2026-09-04,162.6
2qb,woodymarks,2026-09-04,149.2
2qb,xavierworthy,2026-09-04,107.8
2qb,zachcharbonnet,2026-09-04,143.3
2qb,zayflowers,2026-09-04,41.4
half-ppr,ATL,2026-09-04,165.1
half-ppr,BAL,2026-09-04,165.2
half-ppr,BUF,2026-09-04,165.0
half-ppr,CLE,2026-09-04,174.5
half-ppr,DEN,2026-09-04,89.2
half-ppr,DET,2026-09-04,131.6
half-ppr,HOU,2026-09-04,97.2
half-ppr,JAX,2026-09-04,155.5
half-ppr,LA,2026-09-04,102.4
half-ppr,LAC,2026-09-04,145.7
half-ppr,MIN,2026-09-04,109.2
half-ppr,NE,2026-09-04,120.1
half-ppr,NO,2026-09-04,180.2
half-ppr,NYG,2026-09-04,168.1
half-ppr,PHI,2026-09-04,122.9
half-ppr,PIT,2026-09-04,141.9
half-ppr,SEA,2026-09-04,84.8
half-ppr,TB,2026-09-04,175.8
half-ppr,TEN,2026-09-04,185.6
half-ppr,aaronjones,2026-09-04,105.1
half-ppr,adonaimitchell,2026-09-04,157.8
half-ppr,ajbrown,2026-09-04,17.0
half-ppr,alecpierce,2026-09-04,62.2
half-ppr,alvinkamara,2026-09-04,159.2
half-ppr,amonrastbrown,2026-09-04,7.7
half-ppr,andyborregales,2026-09-04,182.1
half-ppr,ashtonjeanty,2026-09-04,23.2
half-ppr,bakermayfield,2026-09-04,134.0
half-ppr,bhayshultuten,2026-09-04,52.3
half-ppr,bijanrobinson,2026-09-04,2.3
half-ppr,blakecorum,2026-09-04,118.8
half-ppr,bonix,2026-09-04,112.5
half-ppr,braelonallen,2026-09-04,138.8
half-ppr,brandonaubrey,2026-09-04,130.5
half-ppr,breecehall,2026-09-04,32.1
half-ppr,brentonstrange,2026-09-04,158.1
half-ppr,brianrobinson,2026-09-04,159.4
half-ppr,brianthomas,2026-09-04,71.9
half-ppr,brockbowers,2026-09-04,40.0
half-ppr,brockpurdy,2026-09-04,85.9
half-ppr,buckyirving,2026-09-04,48.0
half-ppr,cairosantos,2026-09-04,170.4
half-ppr,calebdouglas,2026-09-04,171.9
half-ppr,calebwilliams,2026-09-04,89.2
half-ppr,calvinridley,2026-09-04,141.1
half-ppr,camerondicker,2026-09-04,138.3
half-ppr,camlittle,2026-09-04,143.2
half-ppr,camskattebo,2026-09-04,38.5
half-ppr,carnelltate,2026-09-04,75.8
half-ppr,ceedeelamb,2026-09-04,12.1
half-ppr,chasebrown,2026-09-04,13.7
half-ppr,chasemclaughlin,2026-09-04,147.6
half-ppr,chigokonkwo,2026-09-04,169.5
half-ppr,chrisbell,2026-09-04,164.7
half-ppr,chrisboswell,2026-09-04,160.0
half-ppr,chrisgodwin,2026-09-04,77.9
half-ppr,chrisolave,2026-09-04,23.3
half-ppr,chrisrodriguez,2026-09-04,153.1
half-ppr,christianmccaffrey,2026-09-04,6.5
half-ppr,christianwatson,2026-09-04,53.9
half-ppr,chubahubbard,2026-09-04,88.3
half-ppr,cjstroud,2026-09-04,162.7
half-ppr,colstonloveland,2026-09-04,57.7
half-ppr,cooperkupp,2026-09-04,152.8
half-ppr,courtlandsutton,2026-09-04,61.8
half-ppr,cyrusallen,2026-09-04,160.7
half-ppr,dakprescott,2026-09-04,65.8
half-ppr,dallasgoedert,2026-09-04,119.6
half-ppr,daltonkincaid,2026-09-04,142.6
half-ppr,daltonschultz,2026-09-04,160.1
half-ppr,dandreswift,2026-09-04,41.2
half-ppr,danieljones,2026-09-04,164.1
half-ppr,davanteadams,2026-09-04,38.0
half-ppr,davidmontgomery,2026-09-04,55.3
half-ppr,deebosamuel,2026-09-04,107.4
half-ppr,denzelboston,2026-09-04,139.8
half-ppr,derrickhenry,2026-09-04,10.4
half-ppr,devaughnvele,2026-09-04,161.0
half-ppr,devonachane,2026-09-04,11.0
half-ppr,devontasmith,2026-09-04,30.8
half-ppr,dezhaunstribling,2026-09-04,124.9
half-ppr,djmoore,2026-09-04,48.5
half-ppr,dkmetcalf,2026-09-04,63.4
half-ppr,dontayvionwicks,2026-09-04,157.5
half-ppr,drakelondon,2026-09-04,13.9
half-ppr,drakemaye,2026-09-04,52.1
half-ppr,dylansampson,2026-09-04,164.9
half-ppr,eddypineiro,2026-09-04,170.0
half-ppr,emekaegbuka,2026-09-04,35.6
half-ppr,emmettjohnson,2026-09-04,170.4
half-ppr,evanmcpherson,2026-09-04,168.8
half-ppr,garrettwilson,2026-09-04,30.1
half-ppr,georgekittle,2026-09-04,88.9
half-ppr,georgepickens,2026-09-04,19.1
half-ppr,haroldfannin,2026-09-04,77.9
half-ppr,harrisonbutker,2026-09-04,158.8
half-ppr,harrisonmevis,2026-09-04,141.2
half-ppr,hunterhenry,2026-09-04,163.8
half-ppr,isaacteslaa,2026-09-04,185.2
half-ppr,isaiahlikely,2026-09-04,134.2
half-ppr,isiahpacheco,2026-09-04,159.8
half-ppr,jacobybrissett,2026-09-04,166.4
half-ppr,jacorycroskeymerritt,2026-09-04,100.5
half-ppr,jadarianprice,2026-09-04,69.3
half-ppr,jahmyrgibbs,2026-09-04,1.5
half-ppr,jakebates,2026-09-04,143.2
half-ppr,jakeferguson,2026-09-04,144.8
half-ppr,jakobilane,2026-09-04,163.5
half-ppr,jakobimeyers,2026-09-04,86.3
half-ppr,jalencoker,2026-09-04,114.5
half-ppr,jalenhurts,2026-09-04,82.8
half-ppr,jalenmcmillan,2026-09-04,134.0
half-ppr,jalennailor,2026-09-04,149.8
half-ppr,jamarrchase,2026-09-04,3.9
half-ppr,jamescook,2026-09-04,9.1
half-ppr,jamesonwilliams,2026-09-04,38.5
half-ppr,jaredgoff,2026-09-04,102.3
half-ppr,jasonmyers,2026-09-04,133.3
half-ppr,jauanjennings,2026-09-04,141.3
half-ppr,javontewilliams,2026-09-04,30.7
half-ppr,jaxonsmithnjigba,2026-09-04,5.6
half-ppr,jaxsondart,2026-09-04,122.3
half-ppr,jaydendaniels,2026-09-04,73.8
half-ppr,jaydenreed,2026-09-04,85.8
half-ppr,jaylenwaddle,2026-09-04,44.3
half-ppr,jaylenwarren,2026-09-04,61.9
half-ppr,jaylinnoel,2026-09-04,165.9
half-ppr,jeremiyahlove,2026-09-04,28.6
half-ppr,jerryjeudy,2026-09-04,126.0
half-ppr,jkdobbins,2026-09-04,80.9
half-ppr,joeburrow,2026-09-04,54.1
half-ppr,jonahcoleman,2026-09-04,144.5
half-ppr,jonathantaylor,2026-09-04,5.8
half-ppr,jonathonbrooks,2026-09-04,90.1
half-ppr,jordanaddison,2026-09-04,91.0
half-ppr,jordanlove,2026-09-04,148.1
half-ppr,jordanmason,2026-09-04,110.1
half-ppr,jordyntyson,2026-09-04,159.2
half-ppr,joshallen,2026-09-04,30.9
half-ppr,joshdowns,2026-09-04,94.6
half-ppr,joshjacobs,2026-09-04,63.6
half-ppr,justinherbert,2026-09-04,104.9
half-ppr,justinjefferson,2026-09-04,13.2
half-ppr,juwanjohnson,2026-09-04,154.5
half-ppr,kaelonblack,2026-09-04,152.3
half-ppr,kaimifairbairn,2026-09-04,140.4
half-ppr,kayshonboutte,2026-09-04,153.1
half-ppr,kcconcepcion,2026-09-04,113.8
half-ppr,keatonmitchell,2026-09-04,156.9
half-ppr,keenanallen,2026-09-04,135.1
half-ppr,kennethwalker,2026-09-04,20.3
half-ppr,kennygainwell,2026-09-04,99.4
half-ppr,khalilshakir,2026-09-04,106.8
half-ppr,kylemonangai,2026-09-04,108.4
half-ppr,kylepitts,2026-09-04,94.9
half-ppr,kylermurray,2026-09-04,135.2
half-ppr,kyrenwilliams,2026-09-04,27.1
half-ppr,laddmcconkey,2026-09-04,40.8
half-ppr,lamarjackson,2026-09-04,56.3
half-ppr,lutherburden,2026-09-04,54.6
half-ppr,makailemon,2026-09-04,130.4
half-ppr,malachifields,2026-09-04,161.4
half-ppr,maliknabers,2026-09-04,25.9
half-ppr,malikwashington,2026-09-04,147.5
half-ppr,malikwillis,2026-09-04,167.1
half-ppr,markandrews,2026-09-04,133.5
half-ppr,marshawnlloyd,2026-09-04,117.4
half-ppr,marvinharrison,2026-09-04,65.6
half-ppr,matthewgolden,2026-09-04,100.1
half-ppr,matthewstafford,2026-09-04,76.2
half-ppr,michaelpittman,2026-09-04,82.0
half-ppr,michaelwilson,2026-09-04,73.5
half-ppr,mikeevans,2026-09-04,54.7
half-ppr,mikewashington,2026-09-04,160.6
half-ppr,nicocollins,2026-09-04,21.0
half-ppr,omarionhampton,2026-09-04,22.1
half-ppr,parkerwashington,2026-09-04,63.3
half-ppr,patrickmahomes,2026-09-04,105.2
half-ppr,pukanacua,2026-09-04,2.9
half-ppr,quentinjohnston,2026-09-04,85.0
half-ppr,quinshonjudkins,2026-09-04,49.0
half-ppr,rachaadwhite,2026-09-04,128.2
half-ppr,rasheerice,2026-09-04,17.4
half-ppr,rashidshaheed,2026-09-04,119.3
half-ppr,rashodbateman,2026-09-04,142.1
half-ppr,raydavis,2026-09-04,160.3
half-ppr,rhamondrestevenson,2026-09-04,62.6
half-ppr,ricodowdle,2026-09-04,72.3
half-ppr,rjharvey,2026-09-04,109.7
half-ppr,romeodoubs,2026-09-04,100.2
half-ppr,romeodunze,2026-09-04,49.6
half-ppr,ryanflournoy,2026-09-04,159.6
half-ppr,samdarnold,2026-09-04,151.3
half-ppr,samlaporta,2026-09-04,110.3
half-ppr,saquonbarkley,2026-09-04,16.6
half-ppr,stefondiggs,2026-09-04,96.1
half-ppr,tankbigsby,2026-09-04,160.2
half-ppr,teehiggins,2026-09-04,34.1
half-ppr,terranceferguson,2026-09-04,162.4
half-ppr,terrymclaurin,2026-09-04,45.5
half-ppr,tetairoamcmillan,2026-09-04,31.4
half-ppr,tjhockenson,2026-09-04,159.3
half-ppr,tonypollard,2026-09-04,67.4
half-ppr,travisetienne,2026-09-04,37.5
half-ppr,travishunter,2026-09-04,165.0
half-ppr,traviskelce,2026-09-04,131.2
half-ppr,treharris,2026-09-04,182.8
half-ppr,tretucker,2026-09-04,130.0
half-ppr,treveyonhenderson,2026-09-04,63.7
half-ppr,trevorlawrence,2026-09-04,94.7
half-ppr,treymcbride,2026-09-04,38.4
half-ppr,treysmack,2026-09-04,152.5
half-ppr,troyfranklin,2026-09-04,169.5
half-ppr,tuckerkraft,2026-09-04,88.1
half-ppr,tyjaespears,2026-09-04,136.2
half-ppr,tylerallgeier,2026-09-04,153.4
half-ppr,tylerbass,2026-09-04,174.0
half-ppr,tylerloop,2026-09-04,155.0
half-ppr,tylershough,2026-09-04,141.2
half-ppr,tylerwarren,2026-09-04,69.8
half-ppr,tyronetracy,2026-09-04,156.5
half-ppr,wandalerobinson,2026-09-04,95.7
half-ppr,willreichard,2026-09-04,151.8
half-ppr,willutz,2026-09-04,164.7
half-ppr,woodymarks,2026-09-04,137.8
half-ppr,xavierworthy,2026-09-04,98.3
half-ppr,zachcharbonnet,2026-09-04,137.4
half-ppr,zayflowers,2026-09-04,22.9
ppr,ATL,2026-09-04,159.9
ppr,BAL,2026-09-04,162.8
ppr,BUF,2026-09-04,162.2
ppr,CHI,2026-09-04,175.2
ppr,CIN,2026-09-04,177.6
ppr,CLE,2026-09-04,162.1
ppr,DAL,2026-09-04,163.8
ppr,DEN,2026-09-04,87.0
ppr,DET,2026-09-04,131.0
ppr,GB,2026-09-04,158.6
ppr,HOU,2026-09-04,97.5
ppr,JAX,2026-09-04,152.9
ppr,KC,2026-09-04,176.1
ppr,LA,2026-09-04,104.3
ppr,LAC,2026-09-04,143.5
ppr,MIN,2026-09-04,114.8
ppr,NE,2026-09-04,128.5
ppr,NO,2026-09-04,182.0
ppr,NYG,2026-09-04,167.3
ppr,NYJ,2026-09-04,155.8
ppr,PHI,2026-09-04,131.9
ppr,PIT,2026-09-04,139.0
ppr,SEA,2026-09-04,81.6
ppr,SF,2026-09-04,158.5
ppr,TB,2026-09-04,178.8
ppr,TEN,2026-09-04,177.5
ppr,WAS,2026-09-04,189.1
ppr,aaronjones,2026-09-04,105.8
ppr,aaronrodgers,2026-09-04,173.1
ppr,adonaimitchell,2026-09-04,161.2
ppr,ajbarner,2026-09-04,158.0
ppr,ajbrown,2026-09-04,16.7
ppr,alecpierce,2026-09-04,69.9
ppr,alvinkamara,2026-09-04,153.2
ppr,amonrastbrown,2026-09-04,6.6
ppr,andyborregales,2026-09-04,164.7
ppr,ashtonjeanty,2026-09-04,20.8
ppr,bakermayfield,2026-09-04,129.5
ppr,bhayshultuten,2026-09-04,54.0
ppr,bijanrobinson,2026-09-04,2.4
ppr,blakecorum,2026-09-04,122.4
ppr,blakegrupe,2026-09-04,157.2
ppr,bonix,2026-09-04,111.9
ppr,braelonallen,2026-09-04,153.6
ppr,brandonaubrey,2026-09-04,129.3
ppr,breecehall,2026-09-04,32.1
ppr,brentonstrange,2026-09-04,163.3
ppr,brianrobinson,2026-09-04,162.8
ppr,brianthomas,2026-09-04,73.1
ppr,brockbowers,2026-09-04,34.4
ppr,brockpurdy,2026-09-04,85.8
ppr,bryceyoung,2026-09-04,166.6
ppr,buckyirving,2026-09-04,46.3
ppr,cairosantos,2026-09-04,169.4
ppr,calebdouglas,2026-09-04,164.5
ppr,calebwilliams,2026-09-04,87.2
ppr,calvinridley,2026-09-04,152.5
ppr,camerondicker,2026-09-04,145.8
ppr,camlittle,2026-09-04,152.7
ppr,camskattebo,2026-09-04,39.8
ppr,camward,2026-09-04,171.2
ppr,carnelltate,2026-09-04,79.7
ppr,ceedeelamb,2026-09-04,10.3
ppr,chasebrown,2026-09-04,13.0
ppr,chasemclaughlin,2026-09-04,153.0
ppr,chigokonkwo,2026-09-04,174.7
ppr,chrisbell,2026-09-04,165.9
ppr,chrisboswell,2026-09-04,152.2
ppr,chrisgodwin,2026-09-04,78.5
ppr,chrisolave,2026-09-04,19.4
ppr,chrisrodriguez,2026-09-04,156.6
ppr,christianmccaffrey,2026-09-04,6.3
ppr,christianwatson,2026-09-04,57.4
ppr,chubahubbard,2026-09-04,81.8
ppr,cjstroud,2026-09-04,158.3
ppr,colstonloveland,2026-09-04,54.6
ppr,cooperkupp,2026-09-04,158.8
ppr,courtlandsutton,2026-09-04,61.2
ppr,cyrusallen,2026-09-04,154.3
ppr,dakprescott,2026-09-04,65.1
ppr,dallasgoedert,2026-09-04,115.7
ppr,daltonkincaid,2026-09-04,148.0
ppr,daltonschultz,2026-09-04,168.1
ppr,dandreswift,2026-09-04,43.7
ppr,danieljones,2026-09-04,157.5
ppr,dariusslayton,2026-09-04,177.5
ppr,davanteadams,2026-09-04,41.8
ppr,davidmontgomery,2026-09-04,54.5
ppr,deebosamuel,2026-09-04,112.9
ppr,denzelboston,2026-09-04,136.4
ppr,derrickhenry,2026-09-04,15.9
ppr,deshaunwatson,2026-09-04,178.5
ppr,devaughnvele,2026-09-04,163.9
ppr,devonachane,2026-09-04,9.8
ppr,devontasmith,2026-09-04,29.3
ppr,dezhaunstribling,2026-09-04,124.7
ppr,djmoore,2026-09-04,47.4
ppr,dkmetcalf,2026-09-04,66.3
ppr,dominiczvada,2026-09-04,182.8
ppr,dontayvionwicks,2026-09-04,162.8
ppr,drakelondon,2026-09-04,13.4
ppr,drakemaye,2026-09-04,52.4
ppr,dylansampson,2026-09-04,158.8
ppr,eddypineiro,2026-09-04,163.3
ppr,emekaegbuka,2026-09-04,35.7
ppr,emmettjohnson,2026-09-04,149.5
ppr,evanmcpherson,2026-09-04,166.3
ppr,fernandomendoza,2026-09-04,160.9
ppr,garrettwilson,2026-09-04,27.1
ppr,georgekittle,2026-09-04,91.8
ppr,georgepickens,2026-09-04,19.7
ppr,germiebernard,2026-09-04,171.0
ppr,gregdulcich,2026-09-04,163.5
ppr,haroldfannin,2026-09-04,74.1
ppr,harrisonbutker,2026-09-04,158.9
ppr,harrisonmevis,2026-09-04,148.8
ppr,hunterhenry,2026-09-04,159.3
ppr,isaacteslaa,2026-09-04,175.6
ppr,isaiahlikely,2026-09-04,136.4
ppr,isiahpacheco,2026-09-04,157.4
ppr,jacobybrissett,2026-09-04,169.5
ppr,jacorycroskeymerritt,2026-09-04,114.0
ppr,jadarianprice,2026-09-04,71.6
ppr,jahmyrgibbs,2026-09-04,1.4
ppr,jakebates,2026-09-04,151.1
ppr,jakeelliott,2026-09-04,173.8
ppr,jakeferguson,2026-09-04,133.7
ppr,jakobilane,2026-09-04,160.8
ppr,jakobimeyers,2026-09-04,87.4
ppr,jalencoker,2026-09-04,120.0
ppr,jalenhurts,2026-09-04,77.9
ppr,jalenmcmillan,2026-09-04,138.7
ppr,jalennailor,2026-09-04,157.2
ppr,jamarrchase,2026-09-04,3.8
ppr,jamesconner,2026-09-04,152.8
ppr,jamescook,2026-09-04,11.4
ppr,jamesonwilliams,2026-09-04,45.6
ppr,jaredgoff,2026-09-04,103.2
ppr,jasonmyers,2026-09-04,137.4
ppr,jauanjennings,2026-09-04,145.6
ppr,javontewilliams,2026-09-04,34.6
ppr,jaxonsmithnjigba,2026-09-04,5.5
ppr,jaxsondart,2026-09-04,119.1
ppr,jaydendaniels,2026-09-04,74.0
ppr,jaydenreed,2026-09-04,91.1
ppr,jaydonblue,2026-09-04,158.3
ppr,jaylenwaddle,2026-09-04,44.3
ppr,jaylenwarren,2026-09-04,62.3
ppr,jaylinnoel,2026-09-04,171.0
ppr,jeremiyahlove,2026-09-04,27.6
ppr,jerryjeudy,2026-09-04,129.6
ppr,jkdobbins,2026-09-04,86.8
ppr,joeburrow,2026-09-04,55.4
ppr,joeyslye,2026-09-04,177.6
ppr,jonahcoleman,2026-09-04,155.3
ppr,jonathantaylor,2026-09-04,7.4
ppr,jonathonbrooks,2026-09-04,92.0
ppr,jordanaddison,2026-09-04,96.3
ppr,jordanjames,2026-09-04,150.1
ppr,jordanlove,2026-09-04,141.8
ppr,jordanmason,2026-09-04,112.7
ppr,jordyntyson,2026-09-04,158.0
ppr,joshallen,2026-09-04,33.3
ppr,joshdowns,2026-09-04,91.5
ppr,joshjacobs,2026-09-04,69.3
ppr,justicehill,2026-09-04,164.0
ppr,justinherbert,2026-09-04,104.4
ppr,justinjefferson,2026-09-04,11.6
ppr,juwanjohnson,2026-09-04,153.9
ppr,kaelonblack,2026-09-04,163.1
ppr,kaimifairbairn,2026-09-04,137.5
ppr,kayshonboutte,2026-09-04,159.9
ppr,kcconcepcion,2026-09-04,118.7
ppr,keatonmitchell,2026-09-04,158.6
ppr,keenanallen,2026-09-04,134.4
ppr,kennethwalker,2026-09-04,21.1
ppr,kennygainwell,2026-09-04,90.6
ppr,kenyonsadiq,2026-09-04,163.1
ppr,keoncoleman,2026-09-04,172.3
ppr,khalilshakir,2026-09-04,101.6
ppr,kylemonangai,2026-09-04,109.9
ppr,kylepitts,2026-09-04,81.6
ppr,kylermurray,2026-09-04,132.5
ppr,kyrenwilliams,2026-09-04,31.5
ppr,laddmcconkey,2026-09-04,38.3
ppr,lamarjackson,2026-09-04,56.5
ppr,lutherburden,2026-09-04,53.0
ppr,makailemon,2026-09-04,132.1
ppr,malachifields,2026-09-04,155.4
ppr,malikdavis,2026-09-04,170.2
ppr,maliknabers,2026-09-04,26.9
ppr,malikwashington,2026-09-04,151.1
ppr,malikwillis,2026-09-04,161.1
ppr,markandrews,2026-09-04,131.7
ppr,marshawnlloyd,2026-09-04,121.4
ppr,marvinharrison,2026-09-04,64.2
ppr,matthewgolden,2026-09-04,105.7
ppr,matthewstafford,2026-09-04,75.2
ppr,michaelpittman,2026-09-04,77.1
ppr,michaelwilson,2026-09-04,74.6
ppr,mikeevans,2026-09-04,55.6
ppr,mikewashington,2026-09-04,149.5
ppr,najeeharris,2026-09-04,149.9
ppr,nicholassingleton,2026-09-04,156.4
ppr,nicocollins,2026-09-04,21.1
ppr,odellbeckham,2026-09-04,166.2
ppr,omarcooper,2026-09-04,160.1
ppr,omarionhampton,2026-09-04,22.3
ppr,parkerwashington,2026-09-04,62.6
ppr,patfreiermuth,2026-09-04,168.5
ppr,patrickmahomes,2026-09-04,104.5
ppr,pukanacua,2026-09-04,2.8
ppr,quentinjohnston,2026-09-04,94.2
ppr,quinshonjudkins,2026-09-04,50.3
ppr,rachaadwhite,2026-09-04,119.0
ppr,rasheerice,2026-09-04,17.0
ppr,rashidshaheed,2026-09-04,127.9
ppr,rashodbateman,2026-09-04,155.8
ppr,raydavis,2026-09-04,164.1
ppr,rhamondrestevenson,2026-09-04,61.5
ppr,ricodowdle,2026-09-04,74.0
ppr,rjharvey,2026-09-04,94.6
ppr,romeodoubs,2026-09-04,108.8
ppr,romeodunze,2026-09-04,54.6
ppr,ryanflournoy,2026-09-04,166.8
ppr,samajeperine,2026-09-04,147.6
ppr,samdarnold,2026-09-04,146.3
ppr,samlaporta,2026-09-04,109.0
ppr,saquonbarkley,2026-09-04,18.3
ppr,stefondiggs,2026-09-04,93.8
ppr,tankbigsby,2026-09-04,159.4
ppr,tankdell,2026-09-04,166.9
ppr,teehiggins,2026-09-04,36.1
ppr,terranceferguson,2026-09-04,161.6
ppr,terrymclaurin,2026-09-04,48.5
ppr,tetairoamcmillan,2026-09-04,31.8
ppr,tjhockenson,2026-09-04,170.3
ppr,tonypollard,2026-09-04,68.6
ppr,travisetienne,2026-09-04,37.2
ppr,travishunter,2026-09-04,167.6
ppr,traviskelce,2026-09-04,108.4
ppr,treharris,2026-09-04,174.4
ppr,tretucker,2026-09-04,130.9
ppr,treveyonhenderson,2026-09-04,64.3
ppr,trevorlawrence,2026-09-04,92.5
ppr,treymcbride,2026-09-04,29.9
ppr,treysmack,2026-09-04,165.5
ppr,troyfranklin,2026-09-04,182.1
ppr,tuckerkraft,2026-09-04,102.6
ppr,tyjaespears,2026-09-04,128.6
ppr,tyjohnson,2026-09-04,167.7
ppr,tylerallgeier,2026-09-04,153.9
ppr,tylerbass,2026-09-04,168.2
ppr,tylerloop,2026-09-04,157.3
ppr,tylershough,2026-09-04,137.0
ppr,tylerwarren,2026-09-04,66.0
ppr,tyquanthornton,2026-09-04,174.5
ppr,tyronetracy,2026-09-04,157.0
ppr,wandalerobinson,2026-09-04,86.4
ppr,willreichard,2026-09-04,159.2
ppr,willutz,2026-09-04,161.7
ppr,woodymarks,2026-09-04,140.8
ppr,xavierhutchinson,2026-09-04,185.3
ppr,xavierlegette,2026-09-04,175.7
ppr,xavierworthy,2026-09-04,105.6
ppr,zachcharbonnet,2026-09-04,137.7
ppr,zayflowers,2026-09-04,24.6
standard,ATL,2026-09-04,167.7
standard,BAL,2026-09-04,156.3
standard,BUF,2026-09-04,159.6
standard,CLE,2026-09-04,162.4
standard,DEN,2026-09-04,89.9
standard,DET,2026-09-04,128.9
standard,HOU,2026-09-04,99.7
standard,JAX,2026-09-04,152.6
standard,LA,2026-09-04,107.8
standard,LAC,2026-09-04,147.6
standard,MIN,2026-09-04,119.1
standard,NE,2026-09-04,124.4
standard,PHI,2026-09-04,134.2
standard,PIT,2026-09-04,140.4
standard,SEA,2026-09-04,79.5
standard,TB,2026-09-04,170.3
standard,aaronjones,2026-09-04,115.1
standard,adonaimitchell,2026-09-04,156.0
standard,ajbrown,2026-09-04,18.6
standard,alecpierce,2026-09-04,56.4
standard,alvinkamara,2026-09-04,164.9
standard,amonrastbrown,2026-09-04,9.3
standard,ashtonjeanty,2026-09-04,25.5
standard,bakermayfield,2026-09-04,137.6
standard,bhayshultuten,2026-09-04,49.8
standard,bijanrobinson,2026-09-04,2.2
standard,blakecorum,2026-09-04,102.8
standard,blakegrupe,2026-09-04,163.5
standard,bonix,2026-09-04,116.5
standard,braelonallen,2026-09-04,143.9
standard,brandonaubrey,2026-09-04,130.2
standard,breecehall,2026-09-04,31.4
standard,brentonstrange,2026-09-04,165.4
